id,conversation_id,customer_message,intent,escalate,escalation_reason,historical_agent_reply,label_source
178,conv_167281_167280,"Bonsoir @AppleSupport j’en ai marre que la wifi s’active toute seule et j’ai pas que ça à faire de tout le temps la désactiver, et ça me prend de la batterie bordel !",connectivity_network,0,Network/Bluetooth disconnects can be resolved by resetting Network Settings or toggling Airplane Mode.,@customer We offer support via Twitter in English. Contact us for help in your preferred language here: [LINK],manual_review_verified
179,conv_84184_84183,"@AppleSupport My phone goes frozen if i got a very long message, when i wanna preview a message with 3D Touch. I try to turn off my phone but it doesnt work. I have to wait until my battery was empty",battery_power,0,Standard battery drain troubleshooting can be auto-handled via Battery Health settings & background app guidance.,@customer We're happy to look into this. DM us and tell us which version of iOS you're currently running. [LINK],manual_review_verified
180,conv_4906_4904,@AppleSupport The ‘Overlapping url over TIME on Free WiFi hotspots’ remains. v11.0.3. Not a WiFi problem; two different hotspots shown. [LINK],connectivity_network,0,Network/Bluetooth disconnects can be resolved by resetting Network Settings or toggling Airplane Mode.,@customer We'd like to have you backup and update your iPhone to iOS 11.1 and let us know if that helps: [LINK],manual_review_verified
181,conv_61297_61296,@AppleSupport my shit not updating,software_update_os,0,"OS update verification issues can be resolved via guided restart, storage clearing, or iTunes restore steps.",@customer We want to help. What device is having issues updating? What is the currently installed operating system?,manual_review_verified
182,conv_145156_145154,"Well I have been facing a problem on @customer store, which fails to load on my phone. Trying to play @customer which asks for update after intervals, yet when I open the store, it fails to load. Game works sometimes, asks for update in the other. Please help, @AppleSupport.",app_performance_crash,0,"Application freezing can be self-resolved by force quitting, updating app, or clearing cache.",@customer Thanks for reaching out. We want to be sure you can download apps as you'd expect to. We're happy to help! Is the App Store not loading or the update for your game?,manual_review_verified
183,conv_123070_123069,@customer I am so tired of this update Siri sounds deaf and doesn’t even work my keyboard is broken apps keep cashing my texts come later than should the phone won’t connect to WiFi when everyone else can my camera is slow to load I get notifications for things that don’t exist HELP,app_performance_crash,0,"Application freezing can be self-resolved by force quitting, updating app, or clearing cache.","@customer You've come to the right place, we want to help with this. What device are you currently using, and which version of iOS?",manual_review_verified
184,conv_10689_10688,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,software_update_os,0,"OS update verification issues can be resolved via guided restart, storage clearing, or iTunes restore steps.",@customer We'd be happy to help. Send us a DM and we can start there. [LINK],manual_review_verified
185,conv_35243_35242,@AppleSupport @customer @AppleSupport oh dear @customer still not co-oping with iCloud in ios11.1 really really poor show. #garageband,account_security_appleid,1,"Account credentials, 2FA, or payment security requires verified advisor authentication.","@customer If you're still having troubles, be sure to follow up with our team that helps with GarageBand here:[LINK]",manual_review_verified
186,conv_31491_31489,@customer need a update for iOS 11 where the WiFi doesn’t turn itself on ALL THE TIME- Tia,software_update_os,0,"OS update verification issues can be resolved via guided restart, storage clearing, or iTunes restore steps.","@customer We know how important your iPhone is. Tell us, are you turning Wi-Fi off from the Control Center or from Settings > Wi-Fi?",manual_review_verified
187,conv_42592_42591,@customer I’m clearly not having a good day when all my pictures on the iCloud Drive got corrupted. #AppleNews #AppleTips #AppleSucks [LINK],account_security_appleid,1,"Account credentials, 2FA, or payment security requires verified advisor authentication.",@customer We're here for you. You'll want to get in touch with a Photos expert by phone here: [LINK],manual_review_verified
188,conv_13931_13930,This what happens to my iPhone after I downloaded IOS 11.1 @customer @AppleSupport [LINK],software_update_os,0,"OS update verification issues can be resolved via guided restart, storage clearing, or iTunes restore steps.",@customer We certainly want to help! Is this while connected to iTunes? Send us a DM to let us know. [LINK],manual_review_verified
189,conv_146606_146604,"When opening website by shortcut, screen always goes black before opening the webpage. It’s really annoying and it hurts my eyes. Could plz remove it Apple? @customer [LINK]",hardware_display_audio,1,Hardware failure requires hardware replacement or escalation to repair specialist.,@customer Thanks for reaching out to us concerning this issue. Can you tell us what software version your iPad is currently running?,manual_review_verified
190,conv_9182_9181,"@AppleSupport Okay, I️ updated my phone the newest version",software_update_os,0,"OS update verification issues can be resolved via guided restart, storage clearing, or iTunes restore steps.",@customer Thank you for the update. DM us here to continue: [LINK],manual_review_verified
191,conv_104194_104193,"@AppleSupport my storage has ran out and nothing I download isn't storing on my iCloud which still has 2GB left,help?🙄🙄",account_security_appleid,1,"Account credentials, 2FA, or payment security requires verified advisor authentication.",@customer We want to help you with managing your storage on your iPhone. Your iPhone is able to show you information on the storage being used and make recommendations to optimize your storage usage. Please check out more on how to clear that space here: [LINK],manual_review_verified
192,conv_48043_48045,@AppleSupport All messages came back. And I am connected to wifi but I have also tried to download using data. It also won't let me do a software update,connectivity_network,0,Network/Bluetooth disconnects can be resolved by resetting Network Settings or toggling Airplane Mode.,@customer Understood. Do you receive an error when trying to download the apps? Let us know in DM. We'll meet you there. [LINK],manual_review_verified
193,conv_52975_52974,Ayo @AppleSupport - since updating to iOS11 my 7+ almost always dies around the 17/18% battery mark. Any solutions?,battery_power,0,Standard battery drain troubleshooting can be auto-handled via Battery Health settings & background app guidance.,@customer We'd like to take a closer look at your battery issues. DM us and we'll get started. [LINK],manual_review_verified
194,conv_65663_65662,"@AppleSupport I lose the password for my account, ask for help and months later I'm still paying for apple music. Called again and the support agent put me on hold then hung up. I need it cancelled now, I'm paying for nothing.",account_security_appleid,1,"Account credentials, 2FA, or payment security requires verified advisor authentication.",@customer We can understand wanting to cancel the subscription. We'd want to get you in touch with our iTunes Store support here: [LINK],manual_review_verified
195,conv_101239_101238,@customer Just because you're releasing new phones doesn't mean you should stop making my current iPhone stop working. I have a contract and cannot just purchase a new phone every 12 months.,account_security_appleid,1,"Account credentials, 2FA, or payment security requires verified advisor authentication.","@customer If at all possible, we would love to help. Can you tell us in more detail about what you're experiencing with the current iPhone you have?",manual_review_verified
196,conv_40449_40447,@AppleSupport 6sPlus freezes.hangs evry nw n thn.nt able 2 mltitsk. Apps freeze n i hv 2 restrt evry tym. Takng 2 long 2 opn apps. Frustrtd,app_performance_crash,0,"Application freezing can be self-resolved by force quitting, updating app, or clearing cache.","@customer Hi. We are here to help. To get started, what is your iOS version? Go to Settings > General > About. Thanks",manual_review_verified
197,conv_11992_11989,@customer @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load. What’s up with this?,app_performance_crash,0,"Application freezing can be self-resolved by force quitting, updating app, or clearing cache.",@customer Hi. We are here to help. What is the specific iOS version that you have?,manual_review_verified
198,conv_122305_122304,"@AppleSupport So, no change. I deleted the backup, even rebooted, backup is once again ~50GB. Is there anything we can do to analyze this further? Open a ticket? Provide debug data/logs?",connectivity_network,0,Network/Bluetooth disconnects can be resolved by resetting Network Settings or toggling Airplane Mode.,"@customer Thanks for verifying that. From here, let's move to DM. Send us a message with the country you're located in, and we'll follow up there. [LINK]",manual_review_verified
199,conv_161317_161316,Anyone else seeing very bad/broken bluetooth experience on iPhone X? #iphoneX @AppleSupport,hardware_display_audio,1,Physical hardware damage requires in-person diagnostic inspection at Genius Bar or authorized service provider.,@customer We are here to help. DM us the details of your issue and we can take a look at this. [LINK],manual_review_verified
200,conv_26670_26669,@AppleSupport No thanks. I’d rather switch to Android than discuss this further.,other_general,0,Standard inquiries are auto-handled with verified official documentation.,@customer We'll be here should you need to reach out again for help as we understand wanting to enjoy your device. Have a good one.,manual_review_verified
